AP                       	  005	0.6398
nDCG@5                   	  005	0.8185
nDCG@10                  	  005	0.8560
nDCG@15                  	  005	0.7221
nDCG@20                  	  005	0.6580
nDCG@30                  	  005	0.7479
nDCG@50                  	  005	0.8078
nDCG@100                 	  005	0.8255
nDCG@200                 	  005	0.8255
nDCG@500                 	  005	0.8255

num_q                    	  all	     5
num_ret                  	  all	   279
num_rel                  	  all	   103
num_rel_ret              	  all	    93
P@5                      	  all	0.8400
P@10                     	  all	0.8400
P@15                     	  all	0.6933
P@20                     	  all	0.6500
P@30                     	  all	0.5133
P@50                     	  all	0.3480
P@100                    	  all	0.1860
P@200                    	  all	0.0930
P@500                    	  all	0.0372
R@5                      	  all	0.2067
R@10                     	  all	0.4137
R@15                     	  all	0.5093
R@20                     	  all	0.6355
R@30                     	  all	0.7486
R@50                     	  all	0.8425
R@100                    	  all	0.9002
R@200                    	  all	0.9002
R@500                    	  all	0.9002
iP@0.00                  	  all	0.9111
iP@0.10                  	  all	0.9111
iP@0.20                  	  all	0.9111
iP@0.30                  	  all	0.8342
iP@0.40                  	  all	0.8334
iP@0.50                  	  all	0.7502
iP@0.60                  	  all	0.7033
iP@0.70                  	  all	0.6679
iP@0.80                  	  all	0.5792
iP@0.90                  	  all	0.3343
iP@1.00                  	  all	0.1171
RP                       	  all	0.6394
RR                       	  all	0.8667
AP                       	  all	0.6829
nDCG@5                   	  all	0.7059
nDCG@10                  	  all	0.7145
nDCG@15                  	  all	0.6724
nDCG@20                  	  all	0.6694
nDCG@30                  	  all	0.7219
nDCG@50                  	  all	0.7723
nDCG@100                 	  all	0.7939
nDCG@200                 	  all	0.7939
nDCG@500                 	  all	0.7939


