AP                       	  005	0,5154
nDCG@5                   	  005	0,5589
nDCG@10                  	  005	0,5242
nDCG@15                  	  005	0,6342
nDCG@20                  	  005	0,6045
nDCG@30                  	  005	0,6045
nDCG@50                  	  005	0,6820
nDCG@100                 	  005	0,7325
nDCG@200                 	  005	0,7325
nDCG@500                 	  005	0,7325

num_q                    	  all	     5
num_ret                  	  all	   450
num_rel                  	  all	   103
num_rel_ret              	  all	    98
P@5                      	  all	0,7200
P@10                     	  all	0,7000
P@15                     	  all	0,7333
P@20                     	  all	0,6700
P@30                     	  all	0,5200
P@50                     	  all	0,3520
P@100                    	  all	0,1960
P@200                    	  all	0,0980
P@500                    	  all	0,0392
R@5                      	  all	0,1775
R@10                     	  all	0,3466
R@15                     	  all	0,5425
R@20                     	  all	0,6551
R@30                     	  all	0,7614
R@50                     	  all	0,8526
R@100                    	  all	0,9498
R@200                    	  all	0,9498
R@500                    	  all	0,9498
iP@0,00                  	  all	0,8659
iP@0,10                  	  all	0,8659
iP@0,20                  	  all	0,8325
iP@0,30                  	  all	0,7911
iP@0,40                  	  all	0,7911
iP@0,50                  	  all	0,7902
iP@0,60                  	  all	0,7018
iP@0,70                  	  all	0,6468
iP@0,80                  	  all	0,5638
iP@0,90                  	  all	0,3950
iP@1,00                  	  all	0,1116
RP                       	  all	0,6717
RR                       	  all	0,7000
AP                       	  all	0,6299
nDCG@5                   	  all	0,4984
nDCG@10                  	  all	0,5460
nDCG@15                  	  all	0,6307
nDCG@20                  	  all	0,6405
nDCG@30                  	  all	0,6754
nDCG@50                  	  all	0,7164
nDCG@100                 	  all	0,7597
nDCG@200                 	  all	0,7597
nDCG@500                 	  all	0,7597


